Customer_ID,Age,Annual_Income,Spending_Score,Credit_Limit,Balance,Purchase_Frequency,Avg_Transaction_Value,Customer_Tenure_Years,Credit_Utilization_Ratio,Days_Since_Last_Transaction,Revolving_Utilization,Payments,Product_Category,Payment_Status,Account_Type
6256,18,99256,42,13314,17219,5,367.11,17,0.41,164,0.1,3246,Home,On-Time,Standard
6257,65,94704,9,18307,12748,2,120.02,15,0.08,67,0.3,4529,Electronics,Delayed,Standard
6258,24,93110,47,29257,17344,3,454.12,8,0.36,7,0.9,1629,Electronics,Delayed,Standard
6259,29,183034,84,18330,14437,6,341.66,4,0.35,131,0.72,4181,Travel,On-Time,Platinum
6260,40,71952,85,15300,5244,10,445.03,15,0.03,32,0.83,4126,Home,On-Time,Standard
6261,66,112453,16,12444,0,7,126.97,5,0.26,49,0.64,2154,Home,Delayed,Standard
6262,56,56160,4,21905,4892,6,310.37,7,0.93,113,0.82,3166,Home,Delayed,Standard
6263,42,106625,69,16569,24787,5,56.3,12,0.68,79,0.74,615,Fashion,Delayed,Gold
6264,49,112572,73,23912,16858,8,91.78,3,0.01,146,0.76,5169,Home,On-Time,Standard
6265,35,89577,63,33134,10834,5,206.31,8,0.52,50,0.48,666,Fashion,On-Time,Platinum
6266,47,141769,65,28582,19729,3,177.35,10,0.35,8,0.59,1160,Home,On-Time,Standard
6267,46,39628,70,5000,10231,7,410.26,7,0.98,28,0.67,425,Travel,Late,Platinum
6268,59,55511,3,25737,10795,4,294.69,11,0.95,68,0.12,5474,Home,On-Time,Gold
6269,59,83495,100,26299,12689,3,457.18,1,0.69,36,0.91,1184,Travel,On-Time,Platinum
6270,52,110232,82,17614,7123,4,478.58,19,0.02,1,0.31,5569,Food,On-Time,Gold
6271,39,82177,27,29953,3778,6,441.96,14,0.15,104,0.27,2819,Fashion,Delayed,Standard
6272,56,126430,83,22358,13060,5,178.03,1,0.76,120,0.48,3324,Food,On-Time,Standard
6273,43,48532,93,5000,10147,6,325.17,13,0.6,7,0.69,1832,Travel,On-Time,Standard
6274,28,29376,37,21133,8337,7,392.81,7,0.23,24,0.62,-430,Electronics,On-Time,Standard
6275,38,87325,65,17827,13750,4,289.06,18,0.11,21,0.51,-3666,Travel,On-Time,Standard
6276,46,71912,66,14970,7359,7,200.14,15,0.37,162,0.1,712,Electronics,Delayed,Standard
6277,58,96714,59,22902,15519,8,132.08,0,0.88,44,0.95,1311,Food,On-Time,Gold
6278,42,73903,46,25205,1559,3,483.58,2,0.54,2,0.0,5408,Electronics,Late,Standard
6279,26,61399,24,25353,1071,2,142.8,17,0.29,9,0.43,2298,Electronics,On-Time,Gold
6280,45,72002,65,25596,761,5,415.22,6,0.09,111,0.84,-1051,Fashion,On-Time,Platinum
6281,46,76153,78,10754,10080,7,109.93,19,0.18,120,0.02,-41,Fashion,On-Time,Gold
6282,47,62800,66,11508,588,5,494.68,18,0.42,48,0.6,3062,Travel,On-Time,Platinum
6283,58,66874,68,22155,22190,3,201.85,3,0.76,20,0.92,1430,Food,Delayed,Gold
6284,60,58856,39,28624,21928,6,400.36,11,0.49,82,0.14,3364,Electronics,On-Time,Gold
6285,36,109266,99,22828,12772,5,118.62,4,0.47,60,0.45,-1426,Home,On-Time,Gold
6286,35,82760,49,5000,16490,7,372.64,13,0.28,164,0.95,2401,Fashion,On-Time,Gold
6287,29,165270,39,24376,4038,6,360.66,7,0.25,53,0.88,1960,Food,Late,Standard
6288,55,81428,36,7539,18111,7,220.87,0,0.67,7,0.06,4337,Electronics,Late,Standard
6289,66,52965,90,25484,7864,4,68.14,7,0.71,16,0.49,2710,Travel,On-Time,Standard
6290,40,181827,68,15538,9648,3,235.42,5,0.96,27,0.94,6180,Home,On-Time,Standard
6291,41,91545,16,22419,8638,6,301.88,1,0.9,84,0.72,2775,Fashion,On-Time,Standard
6292,67,114604,61,36829,5013,10,74.84,6,0.59,43,0.5,4848,Fashion,On-Time,Standard
6293,52,98684,40,17175,14082,7,171.09,4,0.61,106,0.01,4862,Home,On-Time,Standard
6294,51,99920,75,13962,6213,6,490.61,19,0.39,7,0.52,4762,Electronics,On-Time,Standard
6295,27,96426,41,16526,8157,4,463.96,3,0.97,138,0.92,1913,Travel,On-Time,Standard
6296,55,30916,30,7979,0,3,417.95,0,0.92,76,0.55,990,Travel,On-Time,Gold
6297,31,89701,32,11967,12624,5,117.56,9,0.04,14,0.15,5178,Fashion,Late,Standard
6298,27,22005,42,28522,9280,3,232.59,18,0.37,27,0.75,2976,Fashion,On-Time,Gold
6299,39,68025,92,5000,3425,2,143.33,8,0.4,113,0.41,3950,Electronics,Delayed,Gold
6300,36,45975,66,14979,8331,3,146.93,17,0.27,142,0.61,-371,Electronics,On-Time,Platinum
6301,41,89298,37,21917,6739,2,446.16,5,0.44,118,0.99,672,Home,Delayed,Standard
6302,23,88365,40,16723,0,7,235.54,14,0.45,155,0.93,1144,Home,On-Time,Standard
6303,59,94245,62,30797,21365,7,432.04,11,0.78,96,0.5,2398,Fashion,Delayed,Gold
6304,61,86491,39,18665,19912,5,214.97,13,0.91,6,0.25,6524,Fashion,On-Time,Standard
6305,18,50726,29,17288,14995,5,74.37,12,0.53,43,0.02,7858,Electronics,On-Time,Standard
6306,59,64559,46,21193,18743,4,110.48,6,0.26,66,0.41,-549,Fashion,Late,Platinum
6307,32,111815,21,22173,6512,4,70.22,8,0.54,130,0.14,3215,Fashion,Delayed,Platinum
6308,57,117714,95,20000,9937,5,175.47,1,0.18,84,0.23,6316,Electronics,Late,Platinum
6309,43,29128,54,19427,6253,6,283.34,9,0.35,72,0.71,4337,Electronics,Delayed,Platinum
6310,45,20000,42,5000,11762,5,149.01,10,0.54,2,0.14,1279,Fashion,On-Time,Gold
6311,42,45924,60,10958,16680,7,310.15,13,0.95,93,0.98,3277,Home,On-Time,Platinum
6312,63,116808,73,24616,9474,3,182.44,6,0.47,51,0.15,4045,Food,On-Time,Standard
6313,26,123595,31,28062,979,2,268.96,5,0.01,122,0.9,2994,Food,On-Time,Gold
6314,54,38011,3,30218,12902,5,191.12,7,0.11,135,0.34,4310,Food,On-Time,Gold
6315,61,87292,92,8450,5765,3,319.46,8,0.4,111,0.62,2362,Electronics,On-Time,Gold
6316,55,148377,44,13300,16533,5,336.15,17,0.17,156,0.53,2752,Electronics,Delayed,Standard
6317,79,91612,71,31970,23123,2,436.77,4,0.32,101,0.05,2299,Fashion,On-Time,Standard
6318,37,131860,19,16952,17464,6,421.33,16,0.87,53,0.78,3795,Electronics,Delayed,Standard
6319,59,114949,70,24941,8490,3,297.65,3,0.69,77,0.17,5715,Fashion,On-Time,Gold
6320,43,38592,64,46939,10801,4,229.0,2,0.64,150,0.2,1524,Travel,On-Time,Standard
6321,63,67400,59,28398,9331,3,144.97,6,0.39,155,0.52,6544,Home,On-Time,Gold
6322,44,76390,88,18269,3712,7,327.98,10,0.77,56,0.02,6809,Fashion,On-Time,Gold
6323,39,79165,25,18873,6287,3,295.58,11,1.0,91,0.7,2756,Travel,On-Time,Platinum
6324,64,111653,72,24212,8934,3,66.9,17,0.33,114,0.23,2570,Electronics,On-Time,Standard
6325,37,91347,22,5000,8440,4,66.82,16,0.67,107,0.53,2033,Food,On-Time,Standard
6326,23,20000,39,23529,1429,6,117.53,7,0.2,28,0.17,946,Travel,On-Time,Standard
6327,37,22486,1,17786,10316,10,372.78,14,0.1,79,0.7,2242,Travel,On-Time,Gold
6328,54,20000,25,19380,9589,4,436.66,9,0.97,121,0.01,1343,Electronics,On-Time,Standard
6329,65,82014,77,20846,0,5,61.5,9,0.2,21,0.33,1781,Food,On-Time,Gold
6330,46,84619,61,32525,9132,11,418.19,7,0.1,65,0.48,4162,Home,On-Time,Gold
6331,64,86328,43,22051,0,8,259.42,7,0.48,136,0.17,1865,Electronics,Delayed,Gold
6332,24,36642,30,21877,2873,4,230.55,20,0.7,131,0.0,2364,Travel,On-Time,Standard
6333,38,101965,25,25720,1717,6,295.1,10,0.0,23,0.9,-328,Food,Delayed,Gold
6334,40,103650,82,20582,8377,2,471.64,3,0.4,11,0.84,1895,Home,On-Time,Gold
6335,43,24794,4,25293,5225,3,306.0,2,0.47,92,0.05,4440,Fashion,On-Time,Gold
6336,46,20000,69,19093,7639,4,97.06,12,0.49,180,0.76,3182,Fashion,Late,Standard
6337,55,74994,34,29306,23285,6,262.3,4,0.4,179,0.25,4077,Home,On-Time,Gold
6338,38,146671,15,30227,3230,2,490.03,19,0.15,82,0.03,5338,Food,On-Time,Platinum
6339,47,142989,30,25380,17696,6,123.49,8,0.71,143,0.53,8657,Home,On-Time,Standard
6340,44,97536,81,5000,14191,3,257.98,14,0.64,43,0.92,4818,Travel,On-Time,Standard
6341,31,45800,13,21402,12675,6,363.68,9,0.03,154,0.21,4213,Food,Delayed,Standard
6342,43,110473,24,5000,18624,3,214.24,13,0.6,77,0.18,-515,Food,On-Time,Gold
6343,42,56903,78,23052,6812,4,396.08,1,0.75,59,0.92,-2940,Travel,On-Time,Standard
6344,42,44299,89,32826,8956,3,145.47,20,0.13,28,0.17,1742,Fashion,On-Time,Standard
6345,45,20000,99,29139,4071,4,92.1,16,0.76,2,0.01,3328,Electronics,On-Time,Standard
6346,46,79095,74,17850,0,4,198.08,0,0.26,160,0.86,1773,Food,On-Time,Gold
6347,38,49805,100,18718,10730,9,440.87,12,0.68,89,0.05,2751,Travel,On-Time,Standard
6348,64,78857,100,5290,22046,3,371.4,17,0.67,130,0.29,574,Food,On-Time,Gold
6349,27,20000,70,20106,315,5,492.37,10,0.57,29,0.26,4132,Home,Late,Standard
6350,34,81793,17,18362,1014,6,198.41,20,0.22,79,0.65,2403,Travel,On-Time,Platinum
6351,80,20000,49,9950,12098,2,276.1,0,0.27,132,0.23,574,Travel,On-Time,Standard
6352,29,118517,19,12150,8419,3,240.52,19,0.47,174,0.37,4822,Home,On-Time,Gold
6353,24,95875,55,10414,20511,6,269.28,4,0.03,94,0.71,3225,Food,Delayed,Standard
6354,56,63853,1,37182,6424,5,113.75,4,0.42,163,0.5,4552,Food,On-Time,Standard
6355,18,97508,25,20955,20726,5,138.72,1,0.69,62,0.66,464,Food,On-Time,Gold
6356,41,35877,22,26032,13113,6,275.26,5,0.0,115,0.17,2391,Fashion,On-Time,Platinum
6357,77,77895,31,27327,17912,3,485.68,2,0.74,42,0.95,2474,Food,On-Time,Platinum
6358,21,106790,12,32896,4377,6,475.1,16,0.43,169,0.52,2801,Fashion,On-Time,Standard
6359,18,20000,12,32643,8443,5,92.3,0,0.49,54,0.01,238,Fashion,On-Time,Gold
6360,22,57111,16,27552,11140,5,312.21,8,0.22,46,0.37,2424,Food,On-Time,Standard
6361,58,74094,88,7828,12468,7,329.12,6,0.41,157,0.74,4546,Home,On-Time,Gold
6362,61,67148,57,27623,4897,4,336.17,15,0.51,124,0.36,2179,Travel,On-Time,Standard
6363,37,133284,85,16803,6479,4,338.92,7,0.98,154,0.46,5118,Home,On-Time,Standard
6364,55,30043,26,9894,20783,4,77.66,14,0.62,76,0.17,1894,Home,On-Time,Platinum
6365,65,50153,16,17023,16316,6,278.28,14,0.63,138,0.24,2568,Travel,On-Time,Standard
6366,71,20000,89,21225,1391,8,51.02,12,1.0,180,0.03,5075,Electronics,Delayed,Platinum
6367,41,135411,37,5000,11849,8,463.12,14,0.04,165,0.53,2844,Electronics,On-Time,Platinum
6368,18,65148,13,23204,18461,1,57.61,2,0.87,21,0.58,3806,Food,Late,Platinum
6369,32,57463,13,29094,4871,4,399.8,20,0.79,154,0.13,4240,Home,On-Time,Standard
6370,38,72900,11,20693,13701,2,158.07,10,0.05,96,0.34,4013,Travel,On-Time,Gold
6371,41,100449,68,11342,13994,5,313.88,9,0.44,41,0.46,3860,Home,On-Time,Standard
6372,42,88894,100,24879,0,4,253.17,2,0.52,143,0.98,4163,Home,On-Time,Standard
6373,61,180915,67,19784,4568,12,294.72,0,0.03,135,0.41,5087,Home,On-Time,Gold
6374,64,93157,54,33931,6308,3,320.54,20,0.45,113,0.3,1813,Travel,On-Time,Gold
6375,42,56390,62,5000,10001,7,492.46,14,0.88,117,0.54,303,Fashion,On-Time,Platinum
6376,61,52545,28,5000,6152,4,401.68,7,0.03,39,0.65,3582,Home,On-Time,Gold
6377,50,59289,88,19207,12749,7,410.71,6,0.83,131,0.49,1780,Home,On-Time,Gold
6378,45,20000,44,16312,7758,5,453.56,18,0.84,36,0.43,1686,Home,Late,Standard
6379,58,76594,3,22155,0,6,459.89,13,0.0,107,0.58,1967,Fashion,On-Time,Standard
6380,46,106338,15,23335,0,6,433.94,15,0.91,9,0.54,1272,Home,On-Time,Gold
6381,75,50465,65,32156,6231,4,387.29,18,0.72,159,0.32,3522,Electronics,On-Time,Standard
6382,23,42704,22,18071,11080,0,50.33,18,0.94,113,0.43,3289,Electronics,On-Time,Gold
6383,37,135637,67,23598,9967,6,320.72,19,0.93,134,0.34,3982,Travel,On-Time,Gold
6384,43,20000,19,9476,2411,5,79.77,11,0.25,41,0.46,11,Food,Delayed,Gold
6385,51,20000,16,39720,15831,2,55.55,13,0.52,52,0.85,3210,Food,On-Time,Platinum
6386,64,28883,51,28848,7211,5,59.1,20,0.49,16,0.51,1334,Home,On-Time,Gold
6387,44,20000,5,27060,15958,2,470.42,17,0.71,15,0.37,4070,Electronics,On-Time,Gold
6388,23,90449,81,13543,16230,4,179.06,6,0.58,162,0.9,5311,Fashion,On-Time,Standard
6389,57,60571,83,30899,15741,2,306.21,18,0.96,10,0.32,6717,Electronics,On-Time,Gold
6390,56,66212,38,28106,14477,12,135.7,12,0.5,9,0.55,4163,Electronics,On-Time,Platinum
6391,18,121117,33,25116,1675,2,390.68,3,0.37,155,0.49,5334,Home,On-Time,Gold
6392,44,47346,53,19182,8581,6,413.5,1,0.99,117,0.93,-184,Food,On-Time,Standard
6393,21,106003,87,11588,20438,6,209.24,16,0.59,144,0.35,2763,Home,Late,Standard
6394,35,135452,81,19547,8268,4,55.07,9,0.41,39,0.7,2520,Food,Delayed,Standard
6395,31,56773,93,13701,0,7,336.14,18,0.35,101,0.64,3920,Food,On-Time,Standard
6396,57,104480,64,23066,15010,7,443.57,18,0.71,143,0.0,1897,Home,On-Time,Standard
6397,46,65327,86,11193,13761,8,107.4,8,0.89,84,0.72,3694,Home,Delayed,Gold
6398,25,111963,28,14258,9228,6,365.77,6,0.18,101,0.61,1702,Food,Delayed,Standard
6399,58,20000,40,5000,7996,4,169.98,7,0.37,52,0.39,995,Food,On-Time,Gold
6400,23,20000,62,24255,11619,7,246.02,4,0.07,119,0.85,-1065,Travel,On-Time,Standard
6401,49,59349,31,23462,15265,6,200.18,19,0.27,174,0.19,4923,Food,Late,Standard
6402,32,39443,65,15950,10554,6,457.94,14,0.92,113,0.83,4080,Home,Late,Standard
6403,39,54331,99,5000,14066,5,184.97,11,0.65,3,1.0,984,Home,Late,Standard
6404,52,66218,44,6498,21665,4,481.83,16,0.91,123,0.45,2293,Travel,On-Time,Gold
6405,52,103800,16,20804,8103,1,101.85,4,0.56,166,0.45,4144,Food,On-Time,Platinum
6406,65,58693,42,28004,28824,6,465.39,11,0.99,4,0.83,3282,Electronics,On-Time,Standard
6407,43,42045,65,12072,22708,5,347.39,8,0.64,27,0.56,2819,Fashion,On-Time,Gold
6408,49,60939,67,29677,6687,10,169.81,11,0.72,102,0.39,228,Fashion,On-Time,Standard
6409,38,44234,33,33436,24282,6,61.66,6,0.86,36,0.41,6679,Home,Delayed,Gold
6410,47,37639,0,23637,6261,3,117.72,2,0.35,83,0.09,4847,Fashion,Delayed,Gold
6411,51,20000,22,28344,27063,7,468.69,2,0.3,73,0.51,3504,Travel,On-Time,Standard
6412,43,77779,5,10991,8202,5,274.48,14,0.17,63,0.2,2624,Electronics,On-Time,Standard
6413,18,52251,15,5751,13602,3,309.72,14,0.71,137,0.7,4534,Food,Late,Standard
6414,49,113651,1,34888,13465,7,423.11,17,0.82,121,0.79,5649,Electronics,Late,Gold
6415,50,20000,75,12078,7323,8,330.84,1,0.39,145,0.47,2548,Fashion,Delayed,Gold
6416,34,53316,26,29214,13145,9,140.34,17,0.0,64,0.33,648,Fashion,On-Time,Gold
6417,25,147516,18,23355,18123,7,307.86,7,0.91,36,0.6,4022,Electronics,On-Time,Gold
6418,67,37415,27,34082,10598,7,344.95,4,0.72,175,0.01,5116,Fashion,On-Time,Standard
6419,52,65538,34,26205,11832,7,156.87,14,0.89,178,0.58,1656,Electronics,On-Time,Gold
6420,41,26366,67,10618,15679,2,469.24,12,0.88,38,0.69,5945,Fashion,Delayed,Standard
6421,27,21062,48,17230,2225,4,129.61,16,0.49,145,0.24,-1180,Travel,Delayed,Standard
6422,32,136892,6,25609,10589,6,370.41,18,0.75,86,0.78,-207,Travel,On-Time,Gold
6423,64,81841,36,15608,18808,6,457.86,2,0.85,79,0.64,1472,Electronics,On-Time,Standard
6424,47,80347,24,28369,8053,11,198.56,16,0.04,98,0.46,5789,Home,On-Time,Standard
6425,36,20000,40,20769,14196,5,433.11,17,0.81,78,0.03,3865,Travel,On-Time,Standard
6426,52,89349,80,28528,0,2,315.75,7,0.5,98,0.03,3482,Travel,On-Time,Standard
6427,32,121296,61,29031,10728,6,186.99,0,0.36,31,0.07,3852,Electronics,Delayed,Standard
6428,67,120979,40,22483,9017,6,379.21,11,0.17,143,0.6,2689,Travel,Delayed,Gold
6429,65,101733,13,18923,10352,5,235.85,17,0.23,68,0.62,7591,Travel,On-Time,Standard
6430,38,29820,100,15716,8830,4,140.87,1,0.8,35,0.63,2334,Food,Delayed,Standard
6431,35,87524,53,10835,18657,3,462.65,16,0.86,130,0.03,1753,Travel,Late,Gold
6432,18,101703,1,33758,3646,4,276.98,18,0.96,95,0.65,4222,Food,On-Time,Standard
6433,22,20000,87,20638,7548,4,406.94,1,0.15,128,0.38,319,Food,Late,Standard
6434,24,30148,78,18019,4521,3,475.86,7,0.52,112,0.61,753,Fashion,On-Time,Gold
6435,47,110526,47,18134,752,6,380.34,3,0.92,30,0.83,1755,Fashion,Delayed,Gold
6436,40,110041,50,19578,9519,7,261.4,15,0.22,134,0.03,-367,Electronics,On-Time,Gold
6437,24,20000,96,16080,3410,3,435.77,6,0.24,148,0.85,1067,Travel,On-Time,Platinum
6438,40,106800,54,15427,11719,6,314.88,7,0.54,103,0.37,2377,Food,On-Time,Standard
6439,52,78812,11,9085,11903,4,95.23,3,0.57,134,0.57,3667,Fashion,On-Time,Platinum
6440,52,106240,82,20369,11106,4,325.27,11,0.19,38,0.77,3057,Fashion,On-Time,Standard
6441,18,49619,68,30448,14043,1,52.42,4,0.52,156,0.71,2219,Food,On-Time,Gold
6442,43,100807,0,14219,0,2,489.09,14,0.91,145,0.02,2037,Home,On-Time,Platinum
6443,24,108753,58,24416,20467,3,284.36,4,0.58,78,0.45,3669,Food,Delayed,Gold
6444,58,60946,72,24600,9578,5,91.5,14,0.79,115,0.81,838,Fashion,On-Time,Gold
6445,56,75710,33,23213,14803,3,184.79,8,0.77,150,0.21,4170,Home,Delayed,Gold
6446,31,49059,92,34995,3006,7,346.45,6,0.39,146,0.91,3588,Travel,On-Time,Standard
6447,33,141065,45,24814,1075,4,179.96,17,0.79,178,0.47,2151,Food,On-Time,Standard
6448,38,70189,58,20537,13563,4,239.43,17,0.83,46,0.82,3766,Fashion,On-Time,Platinum
6449,18,38119,65,22683,15071,3,184.48,20,0.42,78,0.85,2885,Home,On-Time,Standard
6450,50,46366,18,26768,1402,5,333.04,18,0.79,63,0.21,2003,Travel,Late,Standard
6451,40,80070,27,33919,14181,8,177.84,13,0.99,70,0.94,2920,Travel,Delayed,Gold
6452,59,105133,98,18085,14905,6,415.87,18,0.63,145,0.76,3891,Electronics,On-Time,Platinum
6453,28,21566,39,21436,14401,5,376.07,13,0.25,53,0.42,7086,Fashion,On-Time,Gold
6454,35,148906,56,44488,11070,0,196.37,18,0.84,50,0.83,2601,Fashion,Delayed,Standard
6455,22,87347,50,19607,12172,8,331.0,20,0.12,15,0.11,1919,Travel,On-Time,Standard
6456,29,93658,21,19273,21975,4,268.35,8,0.5,54,0.08,5212,Travel,On-Time,Platinum
6457,27,71112,67,13283,5935,5,74.32,9,0.9,170,0.79,858,Electronics,On-Time,Standard
6458,59,75770,7,20670,16133,6,236.73,4,0.65,90,0.28,2261,Food,On-Time,Gold
6459,34,69068,59,19406,12948,3,109.16,20,0.97,22,0.88,5654,Home,On-Time,Platinum
6460,46,115711,64,23146,396,5,103.51,19,0.39,17,0.05,2592,Fashion,On-Time,Standard
6461,39,74682,35,22165,28,6,121.9,2,0.53,140,0.17,2716,Home,Delayed,Standard
6462,25,105682,70,5000,11177,5,242.84,0,0.36,66,0.75,2838,Travel,Late,Standard
6463,42,57646,88,9544,0,3,462.73,16,0.65,156,0.9,4327,Electronics,On-Time,Standard
6464,53,82825,28,18708,0,3,397.21,2,0.3,65,0.65,3639,Electronics,Delayed,Standard
6465,26,42843,64,16598,33112,3,433.97,8,0.27,45,0.94,3063,Fashion,Late,Gold
6466,57,123661,55,11724,3235,11,381.12,20,0.74,37,0.45,1519,Electronics,On-Time,Standard
6467,32,41650,81,5278,16433,5,486.34,16,0.98,132,0.82,5446,Electronics,On-Time,Standard
6468,37,62000,3,32997,11638,8,383.33,19,0.17,153,0.25,5021,Fashion,Late,Standard
6469,52,62401,83,32857,26286,8,405.9,10,0.87,76,0.98,622,Electronics,On-Time,Standard
6470,35,60841,71,26056,23242,5,415.94,6,0.94,17,0.35,953,Food,Late,Standard
6471,45,103899,90,15314,13929,5,359.83,15,0.77,58,0.93,3279,Travel,On-Time,Standard
6472,40,62333,49,31754,69,4,141.83,12,0.39,143,0.23,1641,Home,Late,Standard
6473,46,130756,38,14247,20735,4,486.96,6,0.06,141,0.09,4177,Fashion,Late,Standard
6474,18,42260,34,23481,1307,4,266.37,19,0.03,65,0.36,2764,Electronics,On-Time,Standard
6475,18,81775,24,13679,17502,2,423.21,9,0.6,42,0.01,2337,Travel,On-Time,Gold
6476,54,43968,77,20193,3070,2,409.49,5,0.79,68,0.04,1915,Home,On-Time,Standard
6477,60,91838,43,23893,6507,3,242.39,19,0.3,78,0.93,3532,Travel,On-Time,Standard
6478,31,74362,46,8022,26275,3,427.82,10,0.44,32,0.95,3104,Electronics,On-Time,Gold
6479,41,68797,39,16620,11721,7,161.75,2,0.25,59,0.01,1057,Travel,Delayed,Gold
6480,49,122538,30,22007,4532,4,209.52,10,0.81,34,0.03,444,Food,On-Time,Gold
6481,55,48826,68,9965,8472,2,153.06,17,0.8,39,0.47,4974,Electronics,On-Time,Gold
6482,18,98460,80,12457,11668,4,75.78,20,0.73,25,0.14,5344,Travel,On-Time,Platinum
6483,31,44241,73,22009,4027,4,155.67,8,0.85,149,0.6,4013,Fashion,On-Time,Standard
6484,40,79507,42,15722,14566,4,341.87,0,0.16,99,0.92,4384,Fashion,On-Time,Platinum
6485,55,27176,54,10163,4296,8,392.71,2,0.45,10,0.9,5095,Electronics,Delayed,Gold
6486,80,48499,15,20237,0,3,208.14,13,0.82,10,0.7,4160,Travel,On-Time,Gold
6487,41,71714,67,23480,8473,6,381.85,2,0.96,109,0.65,3033,Fashion,On-Time,Standard
6488,23,147585,68,37954,5755,4,53.17,8,0.81,49,0.5,3148,Food,On-Time,Standard
6489,51,79032,41,20673,11018,3,391.6,10,0.89,61,0.39,605,Travel,On-Time,Gold
6490,64,141186,40,20088,8600,5,427.89,20,0.02,172,0.95,3135,Electronics,On-Time,Gold
6491,46,83812,49,17723,16060,5,496.41,12,0.76,175,0.75,5173,Food,On-Time,Gold
6492,31,59516,83,29193,15017,4,452.51,10,0.14,115,0.88,-1309,Fashion,On-Time,Standard
6493,59,136574,5,22607,0,5,361.06,2,0.74,178,0.81,4652,Travel,Late,Platinum
6494,54,92480,74,26685,9662,5,206.14,1,0.07,153,0.99,1116,Home,Delayed,Platinum
6495,29,49291,52,21779,6888,9,178.0,20,0.3,120,0.74,1636,Home,Delayed,Standard
6496,50,93822,16,27314,7858,7,102.62,3,0.68,122,0.51,2946,Fashion,On-Time,Gold
6497,59,63296,56,23024,0,7,179.1,2,0.19,120,0.97,5638,Electronics,On-Time,Gold
6498,62,20000,66,8736,0,7,187.34,5,0.78,140,0.94,3184,Food,On-Time,Standard
6499,44,112438,15,17694,20473,8,371.18,3,0.09,22,0.11,1836,Home,On-Time,Standard
6500,39,118797,51,17939,8342,2,376.88,10,0.83,95,0.11,6270,Fashion,On-Time,Gold
6501,63,148517,99,23547,12045,6,284.47,5,0.57,158,0.32,2779,Food,Delayed,Platinum
6502,26,91885,89,21221,5184,5,397.48,13,0.02,68,0.8,1065,Electronics,On-Time,Platinum
6503,51,65051,87,30643,0,5,203.97,12,0.25,76,0.82,2917,Home,Delayed,Standard
6504,24,108399,33,23184,6179,3,261.83,1,0.48,123,0.67,4352,Food,Delayed,Standard
6505,60,108992,83,23772,2909,4,71.75,5,0.64,24,0.78,2746,Home,On-Time,Standard
6506,41,140531,80,11887,14259,3,291.47,10,0.67,114,0.86,-149,Electronics,Delayed,Standard
6507,64,73214,19,21200,12347,6,224.44,14,0.89,59,0.26,-701,Food,Late,Standard
6508,52,68376,79,18282,14628,6,79.93,2,0.44,37,0.17,2282,Travel,On-Time,Standard
6509,26,46378,55,5000,12707,6,91.79,2,0.01,118,0.5,9022,Travel,On-Time,Gold
6510,66,96498,50,9494,0,4,345.85,3,0.27,131,0.66,3586,Home,Late,Gold
6511,68,20000,52,25783,7444,5,384.54,19,0.09,25,0.72,5832,Fashion,Delayed,Gold
6512,58,106043,48,25226,4253,5,94.27,18,0.84,79,0.07,1242,Electronics,On-Time,Standard
6513,33,98513,3,15285,11172,7,398.69,15,0.15,167,0.49,2344,Home,On-Time,Standard
6514,40,98402,17,15532,5409,3,438.6,9,0.36,119,0.46,800,Electronics,On-Time,Standard
6515,47,80529,35,10932,12163,2,304.76,0,0.15,135,0.06,3952,Travel,On-Time,Gold
6516,34,136319,34,27918,12498,3,269.93,0,0.52,17,0.42,5198,Home,On-Time,Standard
6517,70,109879,29,13524,8210,2,257.03,7,0.2,63,0.96,-1362,Home,On-Time,Standard
6518,47,50716,62,15436,11958,3,183.5,11,0.76,42,0.09,-209,Travel,On-Time,Gold
6519,18,51432,81,28124,12634,7,453.71,1,0.49,30,0.18,-57,Fashion,On-Time,Standard
6520,50,39813,20,27964,10865,4,440.94,4,0.5,120,0.27,4153,Home,On-Time,Platinum
6521,39,97051,51,18562,12493,3,280.19,10,0.95,87,0.47,1953,Food,On-Time,Platinum
6522,43,34994,95,20100,14631,5,159.1,18,0.32,166,0.48,4871,Fashion,On-Time,Standard
6523,39,118335,68,23767,7439,7,459.62,10,0.38,118,0.49,1965,Electronics,On-Time,Gold
6524,57,127918,40,16722,4802,3,379.12,7,0.59,101,0.8,3199,Travel,On-Time,Standard
6525,61,39839,53,19201,12432,3,420.27,17,0.34,35,0.77,6005,Fashion,On-Time,Gold
6526,49,67578,86,18431,5951,7,422.47,3,0.83,67,0.77,1007,Food,Delayed,Gold
6527,39,75664,29,25496,9932,7,135.0,19,0.55,31,0.56,3439,Food,On-Time,Standard
6528,44,110359,90,31335,9060,4,74.32,12,0.0,95,0.64,2359,Home,On-Time,Gold
6529,45,139373,55,29168,21806,7,277.35,3,0.32,57,0.09,3805,Food,On-Time,Standard
6530,32,20000,78,28129,15309,5,259.74,14,0.5,24,0.63,2494,Food,On-Time,Gold
6531,53,62272,40,11237,18633,4,194.63,8,0.78,41,0.21,5725,Electronics,On-Time,Standard
6532,51,64359,13,30338,12878,8,375.52,19,0.74,175,0.62,1911,Electronics,On-Time,Standard
6533,68,20000,20,14589,12009,6,323.03,3,0.67,180,0.96,-4,Food,On-Time,Standard
